ID,Стоимость
143569366,11782484.0
143599366,12411034.0
147779464,24215494.0
147469709,3023473.5
148939716,14415294.0
148949716,15100009.0
148959716,14135470.0
148979716,24235128.0
148099721,12847251.0
148099727,27113030.0
148039728,27038500.0
140479964,11422874.0
140479965,10662751.0
140479967,10810738.0
140419968,13699766.0
140459968,10886614.0
140409969,9021635.0
140439969,10850892.0
140509960,9278089.0
140519960,9180786.0
140539960,11027361.0
140519961,10422495.0
152549070,7012309.5
150959292,15023709.0
152519201,3077999.0
157409258,2004235.5
159999270,8999307.0
152179607,13869993.0
157939619,6131992.5
153509779,11947791.0
158099753,9136531.0
154369839,3743571.5
155429978,3426757.2
162849313,11552199.0
166559433,7891366.5
166479490,3037367.2
160459552,9616356.0
165759647,5601818.0
169169826,17209024.0
169209878,30379890.0
170829073,12476870.0
174189137,17624326.0
170819288,7345288.0
177869294,6643455.5
176629331,26919170.0
176639331,26038144.0
176689332,11930098.0
176639333,27073352.0
176669333,29586040.0
176619338,12202628.0
176769330,26775228.0
176719331,16945908.0
176729331,27091036.0
176759331,27369436.0
176779331,27329504.0
176709332,13829896.0
176789334,27294666.0
176729335,12261870.0
176749335,27412882.0
176769336,27597242.0
176729338,20001436.0
176759338,16636060.0
176799338,11335480.0
176719339,11335480.0
176819330,12350639.0
176859331,27031452.0
176849332,27353006.0
176899332,27632348.0
176819334,14114440.0
176809335,11612424.0
176879336,11447404.0
176839337,11459670.0
176879337,11459670.0
176819338,28116832.0
176939330,28418256.0
176999330,14276479.0
176909331,11739603.0
176939333,17042622.0
176979333,11540438.0
176989334,12624745.0
176969336,28430338.0
176939339,29032272.0
176969339,28992340.0
176019341,11832637.0
176029342,11770218.0
176069344,12869039.0
176029346,29100256.0
176069346,29060324.0
176029347,12080061.0
176019348,17709338.0
176089348,17661348.0
176019349,11844782.0
176069349,29623608.0
176119342,29375282.0
176199342,14885761.0
176129343,12380598.0
176129345,17417424.0
176189345,18244702.0
176179347,11846077.0
176199347,11858343.0
176129348,11858343.0
176159348,11736876.0
176139349,13099865.0
176229340,28914256.0
176209341,29731202.0
176239342,12390936.0
176269342,29680000.0
176259343,11829456.0
176289343,11829456.0
176299343,11829456.0
176249344,29695540.0
176289347,13133005.0
176319340,18259174.0
176369340,18798990.0
176399341,14931194.0
176359342,17890444.0
176399342,11904962.0
176319343,11917228.0
176339343,29989542.0
176309344,13291483.0
176329345,28867246.0
176369345,18237826.0
176389345,12349914.0
176309347,29927036.0
176309348,30564694.0
174049520,14195016.0
176929564,6915682.5
176039570,7452418.0
176059570,9740784.0
176089572,7184518.0
176099572,2961821.8
176069573,6480612.5
176029575,3277421.5
176309570,13693629.0
176349570,14381577.0
176359570,6921225.5
176369570,8515951.0
176399570,8486585.0
176369571,7052596.5
176379571,6481365.5
176359572,11868427.0
176309573,10921001.0
176329573,6789920.5
176329577,3436029.0
176359577,5736406.5
176309583,7930655.0
176429587,16749082.0
176409589,15948127.0
176459589,14930281.0
176509581,7730821.5
176589582,12345161.0
176539585,14419226.0
176599588,9551604.0
176639581,15948127.0
176669582,10578344.0
176669587,14780215.0
176679587,11475028.0
176699588,12465038.0
176799580,12721236.0
176719583,12765534.0
176779583,13061948.0
176749585,12465038.0
176799585,9488848.0
176769586,12516653.0
176799586,9488848.0
176739587,11978854.0
176769589,10110804.0
176899584,11318633.0
176859585,12684128.0
176599593,6874250.5
176559594,2776138.8
176559595,2595731.8
176599596,3992061.5
176589597,5501111.5
176689594,4422780.5
176689595,7079830.5
176649599,6917221.5
176669599,7804988.0
176759590,5477978.0
176799590,6874250.5
176749596,6829176.5
176549587,9555574.0
177469506,8972257.0
177409507,6721955.5
177459507,8269272.0
177489507,7830423.0
177489508,13185286.0
177489509,13233981.0
177559500,9385373.0
177859508,11607167.0
177789511,7254022.5
177749514,6571748.5
177739516,6706157.5
177769516,6374820.5
177919516,5611020.5
177909518,7051304.5
177969518,6073779.0
177339524,6808785.0
177359526,3692781.0
177429523,6808785.0
177529524,3722575.2
177589524,6688675.0
177559529,11143206.0
177619520,6723575.5
177629525,5255975.0
177639529,6454292.0
177359531,6914511.5
177389531,14154979.0
177389532,6953804.0
177319534,8533114.0
177329534,13245642.0
177399534,6432224.0
177309535,11183224.0
177339535,6595745.5
177309536,6108769.5
177319536,8511439.0
177929535,5265249.0
177079541,6342422.0
177349559,6476601.0
177419551,6684907.5
177459551,7599595.5
177479551,8481924.0
177489551,8764784.0
177439553,6508575.5
177499553,5476655.0
177439555,5346073.0
177449555,9872928.0
177479555,5346073.0
177479557,10230528.0
177509551,10230528.0
177589551,6816189.5
177599553,8784593.0
177789554,5427236.0
177749555,7129276.5
177809551,6096059.0
177819551,8486344.0
177819552,7869846.5
177879554,8948924.0
177819555,8743626.0
177829555,9125713.0
177959556,14538950.0
177949557,10465712.0
177959557,17089254.0
177979558,12279470.0
177989558,12965501.0
177919559,28047036.0
177929559,16671294.0
177369560,23204942.0
177389563,22354258.0
177949567,4863324.5
177409578,4507392.0
177549571,10649562.0
177589575,4948780.5
177599575,4843958.5
177509576,2739518.0
177519576,4311483.5
177599576,3115300.5
177629575,16130038.0
177639575,5031946.5
177609576,13909152.0
177689576,16627589.0
177609577,12718935.0
177649579,14802842.0
177749570,6854305.5
177789570,9298154.0
177799572,15209921.0
177709574,7599030.5
177719574,14056815.0
177779574,13308121.0
177769575,11394230.0
177799575,15252825.0
177789577,11592210.0
177729579,11978854.0
177819573,14485857.0
177829573,11318633.0
177859573,11978854.0
177879573,9414249.0
177849574,11728038.0
177869574,13145558.0
177879574,12041000.0
177829575,10110804.0
177809577,12585805.0
177829577,12226837.0
177929570,11217476.0
177919573,14485548.0
177939573,15019057.0
177349589,5353522.0
177809583,9167321.0
177869587,9115147.0
177799597,7957745.5
177719598,6171534.5
177829590,11934189.0
177829595,7155101.5
177879595,6841217.0
177839597,6673778.0
177889598,3679622.0
177919590,4495460.5
177949591,7456176.5
178209505,6728346.0
178239505,11601096.0
178249506,6895362.0
178279506,6484755.0
178379503,13076687.0
178309505,10864303.0
178369506,15434299.0
178329507,7996511.0
178329508,9922121.0
178359508,11188274.0
178379508,6663750.0
178899503,8891942.0
178859504,8826774.0
178879505,6574546.0
178819508,6628912.0
178829509,6576102.5
178969500,6948313.0
178909502,7633614.0
178969502,7339912.5
178949503,7073496.0
178909506,5539210.5
178919507,7259452.5
178949508,6906042.5
178979508,9245649.0
178919509,6948941.5
178989509,6614397.5
178009511,5182488.5
178039512,5547478.0
178009515,6883587.5
178079515,8985026.0
178399515,4983528.5
178359517,6822331.5
178389517,7340447.0
178399517,8088294.0
178309518,7555927.5
178319519,7008446.5
178369519,5022194.0
178399519,4903184.0
178429510,7555927.5
178499510,6748531.5
178409511,8763324.0
178409512,13265275.0
178579516,5574312.0
178589517,7062318.5
178509518,5459609.5
178569518,6871522.0
178519519,8881221.0
178529519,5574972.5
178539519,10466767.0
178649513,8061746.5
178649515,8906429.0
178699517,4991353.0
178609518,5208623.0
178789510,9115433.0
178749511,7426933.5
178769511,9633568.0
178779511,8670193.0
178759512,5032768.0
178769512,7724931.0
178769514,4193503.8
178849511,6181680.0
178819512,4492390.0
178879512,6098245.5
178869513,6053570.5
178819515,4785936.0
178849518,7686326.5
178889519,6892017.5
178909513,4135391.5
178919517,5549138.0
178919518,6578446.5
178159527,10235360.0
178239524,9226899.0
178299524,10658810.0
178309521,9084369.0
178329523,10858269.0
178359523,8903050.0
178469524,6173022.0
178409527,6051637.0
178559520,13853380.0
178529526,6923537.0
178709525,9936637.0
178919520,9125809.0
170919659,4543485.0
177439670,7734918.0
177449672,11621141.0
178659646,17956040.0
170399771,6482070.5
170359778,15717532.0
170719776,9240500.0
170719778,10840312.0
173619704,3846116.8
177029753,5401965.0
177109750,7755687.0
179349780,21166054.0
179369782,19564250.0
179319783,10550382.0
179329783,24671610.0
179359783,20680388.0
179399783,14524829.0
179399786,20672106.0
179329787,11010342.0
179429780,14524829.0
179479781,15065011.0
179449787,21364100.0
179479788,10878873.0
179499788,10878873.0
179469789,14157614.0
179539780,10980688.0
179579780,10980688.0
179539781,14181856.0
179509782,7971792.5
179519782,14170838.0
179549782,10978938.0
179599782,22574454.0
179559783,11024005.0
179589784,11158234.0
179599784,14308921.0
179589786,11213990.0
179529787,11367359.0
179579787,14373587.0
179549788,11426639.0
179559788,14501316.0
179579788,14501316.0
179569789,11623906.0
179589789,14818439.0
179689780,14820829.0
179649783,14331595.0
179659783,17385052.0
179759784,17015462.0
179789784,12311406.0
179769785,12336770.0
179789785,14012441.0
179749786,12336755.0
179799786,12336755.0
179769787,17123896.0
179799787,12399448.0
179789788,17173028.0
179769789,12431293.0
179839780,12478621.0
179889780,12472041.0
179819781,14134529.0
179849781,17188270.0
179859781,12472041.0
179819782,12529875.0
179839782,17280778.0
179809783,14322745.0
179819783,14322745.0
179879783,12611332.0
179889783,10118443.0
179899783,10044725.0
179829784,12708729.0
179899784,14422583.0
179819785,17502376.0
179829785,14422583.0
179889785,17660128.0
179899785,12892598.0
179809786,14582000.0
179899786,12914300.0
179849787,14637825.0
179829788,12916866.0
179839788,14640215.0
179899788,14640215.0
179849789,16127804.0
179869789,16672884.0
179929780,17233126.0
179969781,17940706.0
179999781,19738014.0
179909783,20548254.0
179929785,10515320.0
179939786,21591672.0
179909787,11773927.0
175639832,6204597.5
175689832,5434189.5
175649835,13212963.0
175659836,21682496.0
175639837,13001293.0
175659838,9402347.0
175879831,12008097.0
175869833,15526361.0
175889833,13186788.0
175089984,2866874.2
178159942,8203224.5
179489990,17519440.0
184419014,5713496.0
184579014,6595226.0
184569016,12004734.0
184559017,6957422.5
184589017,10872623.0
184529018,4358819.5
184549018,4192603.5
186579097,12424837.0
188539165,15046786.0
185659208,8706604.0
185729201,9480803.0
185789201,8205913.5
185709202,9759140.0
185749203,6640253.0
185759203,6685049.0
185769203,8551120.0
185789206,25738002.0
180959395,4198392.5
183069373,8875638.0
180599434,22998424.0
181339480,9479833.0
184059487,14407659.0
184229484,6303285.5
185469459,24383006.0
186309416,4178330.0
186849415,3622898.0
186949414,8423687.0
180949572,11158234.0
184559588,6824029.5
184719589,5491158.5
184829580,12180630.0
186809548,5247038.5
186139555,9818960.0
181359639,18501762.0
181669638,5242001.0
181019641,12858988.0
181149648,6737698.5
181139649,10436487.0
182849647,7258441.5
187339648,4171292.8
189209689,9800994.0
183899757,7278565.0
183849758,4252484.5
183949755,10110804.0
183049760,10527339.0
183039764,7250790.5
183179761,6056818.0
183159765,11369036.0
183169765,5233193.5
183199769,14573185.0
183229760,5138659.5
183219767,5436025.0
183319760,5662819.0
183319764,13027416.0
183399765,5541611.5
183399767,7750885.5
183319768,7035290.0
184749766,8991954.0
185249733,6684633.0
185269733,9579641.0
187279766,3528336.8
187279767,3927142.0
187209769,3578074.2
187219769,3521627.2
187279769,3857931.2
187319760,3857931.2
187369760,3847076.2
187329762,3292116.8
187379762,4088192.5
187389762,3880125.0
187399762,4093821.2
187379763,4894307.0
187309764,4121858.0
187359764,4113726.2
187399764,3546721.2
187319765,4356442.5
187329765,3718277.0
187319766,3780596.8
187359766,4797856.0
187369766,4409927.0
187399766,4782274.5
187319767,4797856.0
187359767,4369562.5
187369767,4409927.0
187379767,4113726.2
187319768,4121858.0
187329768,4124383.0
187369768,4119750.5
187389768,3763952.8
187309769,3718277.0
181699828,9379331.0
181829827,12464959.0
181329833,9966895.0
181359839,7417900.0
181449843,10387764.0
181589844,5888550.5
185069891,13037762.0
185079893,12472295.0
186489856,8475599.0
186429857,8157260.0
186469857,11307445.0
186419858,11161932.0
186539850,12956395.0
186599850,12931672.0
186559855,9512575.0
186549856,9286770.0
186599858,9187757.0
186649850,9155059.0
186689851,8927081.0
186669852,8700174.0
186699858,9145100.0
186659859,8918193.0
186719852,8927855.0
186719853,9015227.0
186749855,8987265.0
186729856,9032876.0
186789858,8990251.0
186739859,9037236.0
186809852,8999085.0
186879852,9046070.0
186849858,8984355.0
186899859,13583334.0
186939851,8947470.0
186909852,9000776.0
186999852,13725150.0
186959853,13347002.0
186979854,8998374.0
186929855,9051680.0
186999857,9040717.0
186059861,9095621.0
186009864,9126544.0
186089864,9138029.0
186009868,9233205.0
186099868,9244690.0
186139861,9233279.0
186199861,9244764.0
186109865,9212583.0
186109868,9395820.0
186179868,9407305.0
186119869,15854280.0
187139850,8929254.0
187149852,9485891.0
187179852,9463149.0
187159854,9422277.0
187199855,14871010.0
187119856,9479778.0
187109859,9517244.0
187269852,9610069.0
187249855,9621252.0
187219858,9811545.0
187249859,12196804.0
187389850,12237909.0
187399854,13233250.0
187409854,13240768.0
187459859,12967088.0
187709855,10716735.0
187869853,13491994.0
189009806,5882689.0
183129991,10710997.0
183159999,14134756.0
183259993,14487724.0
183219994,14178124.0
183249995,10927290.0
183269996,14323591.0
183299996,14085951.0
183319992,10792258.0
183349992,13247512.0
183369992,11849874.0
183309993,7989389.0
183329993,10839070.0
183339993,10839070.0
183359994,12932535.0
183399995,11657349.0
183379996,14322701.0
183409993,11340075.0
183579992,11731826.0
183509994,14853542.0
183559998,8994191.0
183649995,9005014.0
183639996,9047357.0
183639997,9048955.0
183659998,9122655.0
183669999,9229316.0
183719991,9229390.0
183719992,9195368.0
183719995,9449767.0
183729996,9491555.0
183709998,9503843.0
183729999,13339472.0
183749999,9591545.0
183899990,9602728.0
183849992,9791261.0
184629913,3483240.8
186079972,10983619.0
186039978,9386248.0
191309110,9051404.0
191329110,9009975.0
191369111,6665400.0
191399111,4118274.2
191369114,6622754.0
191389115,8734507.0
191329118,9355784.0
191359118,7988838.0
191379118,11305347.0
191589110,7245056.0
191509115,15704598.0
191549115,11394230.0
191509116,8812126.0
191549116,12990325.0
191519117,14851687.0
191599117,16457862.0
191669111,11728038.0
191659113,14416623.0
191629118,3992061.5
191609119,4879586.5
191849117,6496438.5
191139128,12938812.0
191489121,13145558.0
191439122,12515110.0
191489125,13298443.0
191409128,14780215.0
191449128,8294969.0
191459128,11862821.0
191539120,13276392.0
191589120,13292341.0
191569121,5684402.0
191639129,16429356.0
191779123,9967551.0
191879123,10382379.0
191889125,15741052.0
191819126,15055571.0
191909126,5584517.0
191969126,3926454.2
191909127,5677864.5
191099133,7067081.0
191099136,7075353.0
191039138,12201524.0
191049138,15837408.0
191059139,6883783.0
191189131,6658025.5
191139132,7731754.0
191199135,7991174.5
191179136,6730999.5
191119137,6858736.5
191179137,9914291.0
191209131,8884301.0
191269134,4092067.2
194809116,5498328.0
194069120,12732398.0
194089123,8924119.0
194079128,12684128.0
194299125,5370539.5
195989156,6817877.0
199309102,4053960.0
196019210,6185755.5
199099301,7841272.5
199559307,7995214.0
194979491,6336099.5
195929422,14513457.0
195949423,7376945.0
195929425,12683920.0
198569427,25534494.0
192179517,4034113.8
199839521,8364517.0
194279667,3553206.2
195029675,13849141.0
195149694,5555073.0
196289762,31556672.0
194019873,8756040.0
193899906,2307061.0
195159967,10243187.0
195269960,10614767.0
196879914,6412745.5
201930158,15243294.0
207610261,14904468.0
201920328,18847524.0
201920329,18597732.0
201020332,21318464.0
201040332,10751516.0
201050332,10866018.0
201070332,19235070.0
201000333,21506732.0
201030333,10898003.0
201050333,19836750.0
201090333,21573972.0
201030334,11132338.0
201090334,13397418.0
201000335,9930394.0
201060335,10328723.0
201070335,11636804.0
201080335,12432206.0
204150150,12340818.0
204910143,11738859.0
204710147,13940486.0
203360106,11347103.0
203350106,11275744.0
203310106,11321170.0
203350105,11093475.0
203340103,14031131.0
203300103,13971352.0
203390102,13908602.0
203350102,13862274.0
203330101,14292947.0
203380100,14277370.0
203370100,14056801.0
203260109,13862274.0
203290108,14292947.0
203270108,14277370.0
201060160,15529633.0
201520133,10407931.0
209290014,7075646.5
208510042,5414950.0
205090027,3859410.2
205920018,3856412.5
205700263,23142200.0
201090335,9881036.0
201000336,11737698.0
201010336,12540251.0
201020336,9999839.0
201040336,12562758.0
201050336,10008231.0
201080337,14442565.0
201010338,13919251.0
201020338,14519367.0
201070338,13944450.0
201040339,14578106.0
201060339,13963381.0
201080339,23507720.0
201090339,10771576.0
201140330,10629541.0
201100331,10847532.0
201190331,15699678.0
201170333,20322194.0
201120334,16267946.0
201140334,21426190.0
201170334,16341530.0
201110335,11054155.0
201180335,16406802.0
201120336,11169860.0
201130336,11202820.0
201150338,11054155.0
201180338,11169860.0
201190338,16406802.0
201110339,11194039.0
201120339,16343659.0
201210330,16960158.0
201230330,16869492.0
201250330,19834694.0
201270331,19966674.0
201230332,20130244.0
201270332,20728412.0
201290332,20475722.0
201210333,11220783.0
201270333,12126318.0
201280333,16869492.0
201290334,14715290.0
201290335,20409440.0
201270336,19986032.0
201240338,15157170.0
201200339,15489153.0
201270339,14152963.0
201290339,14173654.0
201340330,14223673.0
201350330,23685024.0
201360330,10847532.0
201360375,13994533.0
203860338,5775115.5
203860339,23272582.0
203900331,12495100.0
203960335,15014065.0
203010340,9961931.0
203130340,3717678.5
203140341,7632216.0
203150343,10529452.0
203130344,12577594.0
203180346,6919268.5
205180341,10085379.0
201610415,3946994.2
204120408,4224267.5
202370500,9411469.0
215860138,11167347.0
215810136,9190047.0
215750139,7359256.5
214720157,12058286.0
213360195,7326462.0
214140490,16078663.0
214230498,8006195.5
214440496,8687163.0
214580490,5449359.0
214560491,28587342.0
214580491,26966686.0
214530497,7555927.5
216610406,12311406.0
204260766,7590652.0
204250765,7346492.5
218920154,5530153.0
216360238,16379067.0
210150359,15001268.0
214930027,7069739.5
214870026,5721621.0
214850026,6761112.0
214820025,6822331.5
214870024,6553721.5
214830023,3729364.5
214820021,7207918.0
212070775,9812475.0
214810021,6303285.5
212160776,9493672.0
214790029,5056669.0
212230776,6281726.0
212230777,4311483.5
212200778,8845825.0
212280778,15520388.0
212620791,3253945.8
214540028,6777877.5
214530027,7113327.0
214520027,7575360.0
214510027,8732591.0
214530022,8778419.0
214580021,7853103.0
214550021,7826227.0
214570020,7105946.0
214560020,7054938.0
211070008,5847591.5
215670807,6600729.0
210250363,6043102.5
210290366,16280925.0
210250368,4740344.0
214900391,6308798.0
215380304,1858377.2
212790454,5165942.5
221260199,2645139.8
221320191,3476059.0
221340191,3527684.5
225140114,7752248.0
225100118,10053044.0
225260119,5239114.5
225330111,6248467.5
226620319,13635591.0
226630319,16671639.0
205600965,3849940.2
204800938,3670114.2
209940887,3674570.2
226920337,16543247.0
226900339,16181463.0
226980339,13847678.0
226020340,7008446.5
223680411,3789584.8
224260464,5560018.5
228770405,29531818.0
228300440,5967844.5
222570584,5509944.0
224410509,10798716.0
224590505,9720520.0
224540506,9689976.0
224510507,8456464.0
224570508,8672080.0
224580508,10053774.0
224650500,9888878.0
224690500,8464856.0
224650501,8680545.0
224670501,10312499.0
224680506,10293317.0
224620507,8848015.0
224670508,8058227.5
224610509,10297735.0
224630509,8390445.0
224760500,19057304.0
224700501,8408114.0
224090532,14904768.0
212620471,3073700.2
214900488,14984556.0
216640405,17015462.0
206860776,7832299.5
206840772,4676939.5
204300765,11768950.0
204300763,12059327.0
204360760,9833883.0
204340760,9150597.0
203370722,3486589.2
203350722,3394015.2
203220720,3527684.5
203120712,9260933.0
203120711,6539777.5
203010718,10099806.0
203000718,10194941.0
203900709,10804087.0
203950705,12021632.0
208230698,14301010.0
211040293,18744888.0
214610608,36301812.0
218530613,8848230.0
218520614,13137129.0
219860672,13988199.0
210320738,5421444.5
212040773,10183529.0
212220774,14277516.0
212290775,13177282.0
218470890,19060132.0
218480890,30631546.0
218490890,20801100.0
218420891,15394342.0
214870990,12955997.0
214870991,12427551.0
214860992,11166902.0
223440093,4642227.5
224100055,10202564.0
221280193,8251896.5
221290193,6804097.5
221200194,8024825.0
221260194,7891657.5
221270194,7926587.0
221340192,3915574.0
221380192,2897632.2
221350193,3394015.2
221370193,3486589.2
225110110,8309693.0
225130114,6748200.5
227510225,10215174.0
228680205,6752238.0
220820343,11321170.0
226650318,12450170.0
226710334,9738517.0
226740338,4371840.5
213690943,16365411.0
223710363,4035376.8
226910565,4094013.8
226950565,3788583.8
226970565,7340447.0
238220092,27652030.0
237640068,4026615.8
238760126,5629952.0
239880179,9315246.0
239220181,13276392.0
239280183,12515110.0
239320189,23012102.0
239540184,7074441.0
239570184,6659294.0
239540185,7363958.5
233670291,3042785.0
235410251,6072894.0
237090275,7662004.5
235750079,5899636.0
227720887,11862221.0
227180886,4962608.5
226800864,8856773.0
226670867,4371840.5
226660867,6336099.5
225970644,4901614.5
220540640,4894082.5
232230115,6909589.0
232270113,11937966.0
232260110,5103545.5
232160111,9438706.0
232050119,7880627.5
239230031,8819349.0
239220031,7652143.0
239200031,13756484.0
239280030,13120713.0
239260030,8866934.0
239250030,8866934.0
232210116,10153327.0
229100995,4262328.5
229850985,11115741.0
226400917,4469213.5
226480915,9654278.0
224910927,4967453.0
224990925,7546242.0
224980925,7640953.0
224840925,4321808.5
224200924,7360282.5
221800807,12059502.0
221850802,10078145.0
221890801,9901308.0
221710809,7793482.0
221730807,7732982.0
221740804,7715999.0
221690808,13213550.0
221570805,11724243.0
228160794,5254882.0
228470787,12585805.0
228440787,8628559.0
228480786,12573616.0
227940733,3208350.5
223790763,2779885.2
221340754,9819823.0
221970721,10718283.0
221960720,13911456.0
221910720,14677161.0
227590689,11990938.0
233490314,11641108.0
236680317,21417268.0
237350336,9266427.0
237620366,15415874.0
230080415,23174950.0
233610477,12721236.0
233690477,4486716.0
233670478,16342231.0
233730471,4948511.0
233750475,13145558.0
233770475,12981432.0
233730478,6963675.5
233800472,9488848.0
233910472,9438377.0
233970475,6303823.0
233900477,9579331.0
233010480,15415155.0
233050480,17189796.0
233090480,16129022.0
233020481,12568465.0
233080481,16533244.0
233020482,27187944.0
233030482,16570641.0
233070482,24081064.0
233050483,15723586.0
233060484,10685530.0
233080484,11526946.0
233050487,14267992.0
233090487,12019072.0
231600509,3674325.0
234310570,5029535.0
235350511,14924687.0
235560512,5514843.5
235640510,7009916.0
235630511,5025120.0
232510608,12472041.0
232530608,17188270.0
232560608,14134529.0
232570608,12472041.0
232580608,9876387.0
232650630,9876724.0
232610631,7780510.0
232660639,6677166.5
232750630,11689177.0
232780630,3764403.2
232790637,6674184.0
232710638,5760224.0
232850634,3902306.2
232890635,6721287.0
232920632,9362798.0
233080672,5722036.0
235970688,13821069.0
237390625,10774292.0
234830784,66711516.0
232480829,12849817.0
236050800,8658002.0
236060800,7995257.5
236090808,9094380.0
236220879,9730106.0
237060807,6600992.5
237070807,9153227.0
237050809,5867239.0
237120800,22887048.0
237180801,9488848.0
237140808,6267968.0
237230804,6716687.5
237250807,4961619.0
237270808,15393362.0
237350801,6994580.0
237390803,7303283.5
237440897,25018058.0
238160846,2004065.2
233280913,6783914.5
235740934,5292867.5
236920974,6008865.0
236980975,10004082.0
236910976,9367748.0
236170980,11371832.0
236180989,9555049.0
236250980,7274566.0
237150935,9082918.0
237200931,12017728.0
237270932,12943271.0
237280935,10232573.0
237420939,18033350.0
244550014,5022194.0
246650330,21072126.0
244350374,5964814.0
244310374,6044809.5
244360371,5547055.5
244180373,5839539.5
244100370,7537111.0
244070378,6039665.5
244000371,6005515.0
244080370,6005515.0
244060370,6022476.0
244990364,6116805.5
244810367,7864853.5
244640365,9701884.0
244630365,12399448.0
244680364,17123896.0
244660364,14086921.0
244640364,12399448.0
244600364,9701884.0
242080317,4392941.5
245390461,6366381.5
245420460,5518539.0
240200382,4830305.5
248580224,5260554.5
248560224,9898174.0
248520222,4502763.0
248490224,13416427.0
248490220,9844949.0
248470220,5438159.5
248760212,12724439.0
248670212,35271212.0
248670211,26800942.0
248650210,16722081.0
248550218,14555981.0
248540215,27393182.0
245190506,11952009.0
248560213,9253810.0
248550211,26661818.0
245360508,10209021.0
248530211,16490736.0
248400219,16218360.0
248420218,27115506.0
247990286,12267079.0
249940126,3787210.5
249260128,2106304.8
240310128,9726480.0
244630010,15667318.0
244540018,12175740.0
244500018,27936186.0
244510016,16066220.0
244510011,9292057.0
244410019,15623514.0
244400019,26497074.0
244480018,27163012.0
240560445,7953250.5
244360018,12669991.0
244380017,10110804.0
244060014,7793266.0
244030013,23449840.0
244080011,9780758.0
244050011,10931362.0
241080081,18532128.0
239780982,9598218.0
240740450,7303720.0
244960601,6325917.5
244920604,15363586.0
244960604,8468641.0
249440718,8804183.0
249510710,6627293.0
249510712,5561911.0
249560712,7990861.5
249560713,7614483.5
249500715,8369147.5
249530715,6026787.0
249570716,9198903.0
249570717,9630431.0
249550719,9949193.0
249600712,6072580.5
249640712,10007840.0
249690712,9256470.0
249680713,10480026.0
249620718,9340571.0
249660718,10332441.0
249740780,21154576.0
249750780,10885146.0
249770780,12954056.0
249730781,10155148.0
249740781,11841911.0
249700782,12816079.0
249710782,10321290.0
249730782,9989128.0
